CATEGORY,RANK,ITEM_ID,IS_NEW
Bags,127,0011-99,false
Bags,128,2550-24,false
Bags,129,8052-49,false
Bags,130,3950-11,false
Bags,131,SM-7262,false
Bags,132,1601-07,true
Bags,133,2301-36,false
Bags,134,SM-7214,false
Bags,135,0011-03,false
Bags,136,3005-04,false
Bags,137,3450-38,false
Bags,138,SM-7442,false
Bags,139,2009-17,false
Bags,140,SM-7434,false
Bags,141,2009-13,false
Bags,142,3860-77,false
Bags,143,3451-01,false
Bags,144,3450-32,false
Bags,145,7900-00,false
Bags,146,3900-04,false
Bags,147,8900-03,false
Bags,148,8050-18,false
Bags,149,2009-15,false
Bags,150,2950-90,false
Bags,151,SM-7350,false
Bags,152,2020-27,false
Bags,153,SM-5969,false
Bags,154,8052-48,false
Bags,155,3450-33,false
Bags,156,3860-78,false
Bags,157,8051-73,false
Bags,158,7900-22,false
Bags,159,3750-02,false
Bags,160,2009-38,false
Bags,161,3450-15,false
Bags,162,3900-10,false
Bags,163,SM-5907,false
Bags,164,2160-28,false
Bags,165,3750-35,false
Bags,166,8052-53,false
Bags,167,SM-7300,false
Bags,168,1967-02,false
Bags,169,1627-70,false
Bags,170,SM-7359,false
Bags,171,1967-01,false
Bags,172,3750-41,false
Bags,173,2600-06,false
Bags,174,3450-70,false
Bags,175,4400-07,true
Bags,176,9550-60,false
Bags,177,9550-61,false
Bags,178,2009-05,false
Bags,179,3900-01,false
Bags,180,3860-65,false
Bags,181,5300-80,false
Bags,182,1627-56,false
Bags,183,3450-41,false
Bags,184,3860-37,false
Bags,185,9020-39,false
Bags,186,3850-25,false
Bags,187,7951-96,false
Bags,188,7951-97,false
Bags,189,3900-02,false
Bags,190,2600-12,false
Bags,191,2009-29,false
Bags,192,SM-7561,false
Bags,193,3750-32,false
Bags,194,0022-45,false
Bags,195,3750-37,false
Bags,196,1627-59,false
Bags,197,SM-7539,false
Bags,198,9550-70,false
Bags,199,7900-88,false
Bags,200,SM-7200,false
Bags,201,9006-02,true
Bags,202,3451-04,false
Bags,203,2009-47,false
Bags,204,3950-02,false
Bags,205,2009-48,false
Bags,206,1627-61,false
Bags,207,3950-15,false
Bags,208,3001-70,false
Bags,209,7950-37,false
Bags,210,3005-74,false
Bags,211,3750-39,false
Bags,212,1967-03,false
Bags,213,7950-86,false
Bags,214,9008-01,false
Bags,215,0011-34,false
Bags,216,3950-17,false
Bags,217,2009-22,false
Bags,218,SM-5978,false
Bags,219,SM-5954,false
Bags,220,1883-01,false
Bags,221,9008-03,false
Bags,222,SM-5953,false
Bags,223,8400-30,false
Bags,224,SM-7095,false
Bags,225,2009-09,false
Bags,226,SM-5955,false
Bags,227,SM-5957,false
Bags,228,9020-64,false
Bags,229,SM-9930,false
Bags,230,3451-03,false
Bags,231,1111-04,false
Bags,232,2009-44,false
Bags,233,SM-5989,false
Bags,234,SM-7400,false
Bags,235,2009-41,false
Bags,236,3750-29,false
Bags,237,8676-03,false
Bags,238,9020-10,false
Bags,239,2160-95,false
Bags,240,9009-12,false
Bags,241,9550-71,false
Bags,242,8676-01,false
Bags,243,3750-59,false
Bags,244,2009-36,false
Bags,245,0022-59,false
Bags,246,8051-33,false
Bags,247,3450-40,false
Bags,248,3950-06,false
Bags,249,1883-07,false
Bags,250,2009-23,false
Bags,251,1883-02,false
Bags,252,9840-50,false
Bags,253,SM-5977,false
Bags,254,7901-23,false
Bags,255,9009-06,false
Bags,256,3850-20,false
Bags,257,8200-72,false
Bags,258,3251-98,false
Bags,259,9009-15,false
Bags,260,5700-19,false
Bags,261,1883-05,false
Bags,262,1601-06,true
Bags,263,4700-21,false
Bags,264,2301-37,false
Bags,265,1026-10,false
Bags,266,8676-04,false
Bags,267,1111-08,false
Bags,268,8052-50,false
Bags,269,8676-06,false
Bags,270,1627-69,false
Bags,271,SM-5754,false
Bags,272,3450-54,false
Bags,273,2009-45,false
Bags,274,9550-62,false
Bags,275,4400-14,false
Bags,276,7900-47,false
Bags,277,3750-78,false
Bags,278,SM-5956,false
Bags,279,SM-5917,false
Bags,280,3950-10,false
Bags,281,8051-28,false
Bags,282,3005-26,false
Bags,283,1883-09,false
Bags,284,SM-5753,false
Bags,285,9020-71,false
Bags,286,2009-66,true
Bags,287,3900-05,false
Bags,288,2009-49,false
Bags,289,SM-5939,false
Bags,290,1627-67,false
Bags,291,SM-5964,false
Bags,292,3950-03,false
Bags,293,7900-46,false
Bags,294,9006-03,true
Bags,295,9006-01,true
Bags,296,3750-16,false
Bags,297,2020-28,false
Bags,298,SM-5755,false
Bags,299,SM-5846,false
Bags,300,3450-90,false
Bags,301,SM-7220,false
Bags,302,9550-73,false
Bags,303,SM-5833,false
Bags,304,SM-7556,false
Bags,305,SM-7793,false
Bags,306,3450-45,false
Bags,307,SM-5975,false
Bags,308,2009-64,false
Bags,309,3750-10,false
Bags,310,2301-42,false
Bags,311,3750-07,false
Drinkware,1,1600-36,false
Drinkware,2,1603-15,true
Drinkware,3,1627-38,false
Drinkware,4,1627-31,false
Drinkware,5,1625-69,false
Drinkware,6,SM-6814,false
Drinkware,7,1625-76,false
Drinkware,8,1626-47,false
Drinkware,9,SM-6926,false
Drinkware,10,1627-32,false
Drinkware,11,SM-6937,false
Drinkware,12,SM-6943,false
Drinkware,13,SM-6667,false
Drinkware,14,1627-33,false
Drinkware,15,1627-16,false
Drinkware,16,1625-40,false
Drinkware,17,1625-67,false
Drinkware,18,1623-65,false
Drinkware,19,1628-31,false
Drinkware,20,SM-6665,false
Drinkware,21,SM-6921,false
Drinkware,22,1624-92,false
Drinkware,23,1627-30,false
Drinkware,24,1627-17,false
Drinkware,25,1600-14,false
Drinkware,26,1600-43,false
Drinkware,27,SM-6375,false
Drinkware,28,1628-09,false
Drinkware,29,SM-6948,true
Drinkware,30,SM-6942,false
Drinkware,31,1625-66,false
Drinkware,32,1601-93,false
Drinkware,33,1624-74,false
Drinkware,34,SM-6355,false
Drinkware,35,SM-6928,false
Drinkware,36,1600-32,false
Drinkware,37,1626-35,false
Drinkware,38,SM-6867,false
Drinkware,39,1626-37,false
Drinkware,40,1626-50,false
Drinkware,41,SM-6330,false
Drinkware,42,1622-63,false
Drinkware,43,SM-6686,false
Drinkware,44,SM-6789,false
Drinkware,45,SM-6740,false
Drinkware,46,1627-37,false
Drinkware,47,SM-6908,false
Drinkware,48,1625-85,false
Drinkware,49,SM-6939,false
Drinkware,50,1627-24,false
Drinkware,51,1627-36,false
Drinkware,52,SM-6012,true
Drinkware,53,SM-6799,false
Drinkware,54,1601-95,true
Drinkware,55,1625-41,false
Drinkware,56,SM-6933,false
Drinkware,57,1627-13,false
Drinkware,58,1601-96,false
Drinkware,59,1628-46,false
Drinkware,60,1628-80,false
Drinkware,61,1625-47,false
Drinkware,62,SM-6924,false
Drinkware,63,1628-82,false
Drinkware,64,1625-53,false
Drinkware,65,1601-92,false
Drinkware,66,SM-6685,false
Drinkware,67,1621-84,false
Drinkware,68,1601-91,false
Drinkware,69,1626-46,false
Drinkware,70,1600-93,false
Drinkware,71,1600-39,false
Drinkware,72,SM-6931,false
Drinkware,73,SM-6673,false
Drinkware,74,SM-6932,false
Drinkware,75,1627-25,false
Drinkware,76,1600-23,false
Drinkware,77,1623-41,false
Drinkware,78,1600-44,false
Drinkware,79,1627-35,false
Drinkware,80,1627-28,false
Drinkware,81,SM-6598,false
Drinkware,82,1600-40,false
Drinkware,83,1627-40,false
Drinkware,84,1628-41,false
Drinkware,85,SM-6822,false
Drinkware,86,1627-39,false
Drinkware,87,1628-90,false
Drinkware,88,SM-6640,false
Drinkware,89,1626-41,false
Drinkware,90,1622-97,false
Drinkware,91,1600-42,false
Drinkware,92,SM-6820,false
Drinkware,93,1625-22,false
Drinkware,94,0011-86,false
Drinkware,95,SM-6835,false
Drinkware,96,1628-14,false
Drinkware,97,1626-22,false
Drinkware,98,1600-37,false
Drinkware,99,1601-97,false
Drinkware,100,1600-41,false
Drinkware,101,1629-01,false
Drinkware,102,1628-78,false
Drinkware,103,1600-60,false
Drinkware,104,1600-61,false
Drinkware,105,1600-73,false
Drinkware,106,1626-44,false
Drinkware,107,1628-87,false
Drinkware,108,1626-60,false
Drinkware,109,1628-88,false
Drinkware,110,1601-08,false
Drinkware,111,SM-6949,false
Drinkware,112,SM-6313,false
Drinkware,113,1628-89,false
Drinkware,114,1628-56,false
Drinkware,115,SM-6784,false
Drinkware,116,1600-04,false
Drinkware,117,1628-53,false
Drinkware,118,1628-91,false
Drinkware,119,SM-6697,false
Drinkware,120,SM-6709,false
Drinkware,121,1600-35,false
Drinkware,122,1600-29,false
Drinkware,123,1628-20,false
Drinkware,124,SM-6941,false
Drinkware,125,1600-33,false
Drinkware,126,1600-38,false
Drinkware,127,SM-6975,false
Drinkware,128,1601-94,false
Drinkware,129,SM-6788,false
Stationery,1,SM-5255,false
Stationery,2,1066-18,false
Stationery,3,2800-01,false
Stationery,4,SM-5268,true
Stationery,5,2700-52,false
Stationery,6,2700-63,false
Stationery,7,0911-01,false
Stationery,8,1066-55,false
Stationery,9,2800-74,false
Stationery,10,1921-12,false
Stationery,11,2700-53,false
Stationery,12,SM-4801,false
Stationery,13,2700-02,false
Stationery,14,0911-22,false
Stationery,15,1065-08,false
Stationery,16,1000-10,false
Stationery,17,2800-11,false
Stationery,18,SM-3534,false
Stationery,19,0912-01,false
Stationery,20,SM-3455,false
Stationery,21,2800-29,false
Stationery,22,2800-39,false
Stationery,23,2800-46,false
Stationery,24,2800-03,false
Stationery,25,2800-82,false
Stationery,26,2700-33,false
Stationery,27,2800-21,false
Stationery,28,SM-3468,false
Stationery,29,0770-10,false
Stationery,30,SM-4101,false
Stationery,31,2700-03,false
Stationery,32,0600-10,false
Stationery,33,1921-09,false
Stationery,34,SM-3583,false
Stationery,35,6620-33,false
Stationery,36,2700-05,false
Stationery,37,6620-31,false
Stationery,38,SM-3484,false
Stationery,39,SM-5256,false
Stationery,40,0770-77,false
Stationery,41,2700-67,false
Stationery,42,2800-45,false
Stationery,43,1000-01,false
Stationery,44,3280-10,false
Stationery,45,1521-20,false
Stationery,46,1921-10,false
Stationery,47,0770-06,false
Stationery,48,SM-3429,false
Stationery,49,SM-5260,false
Stationery,50,0600-01,false
Stationery,51,0913-03,false
Stationery,52,0911-07,false
Stationery,53,0770-01,false
Stationery,54,SM-3616,false
Stationery,55,SM-3686,false
Stationery,56,0913-02,false
Stationery,57,SM-3443,false
Stationery,58,2700-07,false
Stationery,59,SM-4616,false
Stationery,60,2800-65,false
Stationery,61,1067-62,false
Stationery,62,0911-14,false
Stationery,63,2800-79,false
Stationery,64,SM-5262,false
Stationery,65,0911-19,false
Stationery,66,1015-17,false
Stationery,67,2700-04,false
Stationery,68,2900-46,false
Stationery,69,SM-5274,false
Stationery,70,2800-56,false
Stationery,71,2800-94,false
Stationery,72,0911-31,false
Stationery,73,0551-06,false
Stationery,74,1066-60,true
Stationery,75,SM-5269,true
Stationery,76,0911-20,false
Stationery,77,2800-71,false
Stationery,78,0911-32,false
Stationery,79,2800-81,false
Stationery,80,SM-3412,false
Stationery,81,1066-56,false
Stationery,82,SM-3500,false
Stationery,83,SM-5263,false
Stationery,84,1066-58,false
Stationery,85,1066-57,false
Stationery,86,SM-5279,true
Stationery,87,SM-5278,false
Stationery,88,2800-96,false
Stationery,89,0911-05,false
Stationery,90,2800-58,false
Stationery,91,0913-01,false
Stationery,92,SM-5273,false
Stationery,93,SM-3597,false
Stationery,94,SM-5282,true
Stationery,95,SM-3457,false
Stationery,96,0911-03,false
Stationery,97,SM-5281,true
Stationery,98,2800-95,false
Stationery,99,SM-5283,false
Stationery,100,0911-18,false
Stationery,101,2800-80,true
Stationery,102,SM-5264,true
Stationery,103,0551-10,false
Stationery,104,SM-5277,true
Stationery,105,2800-19,false
Stationery,106,0551-01,false
Stationery,107,SM-4347,false
Stationery,108,2900-45,false
Stationery,109,1066-54,false
Stationery,110,1066-61,true
Stationery,111,0911-33,false
Stationery,112,2800-98,false
Stationery,113,1035-81,false
Stationery,114,SM-5265,false
Stationery,115,1066-62,true
Stationery,116,SM-5280,true
Stationery,117,SM-5270,true
Stationery,118,0914-01,false
Stationery,119,SM-3414,false
Stationery,120,0400-10,false
Stationery,121,1015-26,false
Stationery,122,1015-86,false
Home & Outdoor,1,SM-7952,false
Home & Outdoor,2,1081-81,false
Home & Outdoor,3,7950-89,false
Home & Outdoor,4,1070-87,false
Home & Outdoor,5,SM-8798,false
Home & Outdoor,6,1081-52,false
Home & Outdoor,7,7950-88,false
Home & Outdoor,8,1070-79,false
Home & Outdoor,9,1033-64,false
Home & Outdoor,10,8850-02,false
Home & Outdoor,11,SM-8710,false
Home & Outdoor,12,SM-7821,false
Home & Outdoor,13,7950-51,false
Home & Outdoor,14,1401-20,false
Home & Outdoor,15,SM-2348,false
Home & Outdoor,16,1031-62,false
Home & Outdoor,17,7951-88,false
Home & Outdoor,18,SM-3267,false
Home & Outdoor,19,5050-01,true
Home & Outdoor,20,SM-8720,false
Home & Outdoor,21,SM-1528,false
Home & Outdoor,22,SM-1700,false
Home & Outdoor,23,7950-52,false
Home & Outdoor,24,SM-2430,false
Home & Outdoor,25,1033-65,false
Home & Outdoor,26,SM-6890,false
Home & Outdoor,27,SM-2425,false
Home & Outdoor,28,SM-9408,false
Home & Outdoor,29,1080-02,false
Home & Outdoor,30,SM-7709,false
Home & Outdoor,31,SM-2428,false
Home & Outdoor,32,8850-01,false
Home & Outdoor,33,SM-9732,false
Home & Outdoor,34,SM-1506,false
Home & Outdoor,35,SM-3345,false
Home & Outdoor,36,SM-7823,false
Home & Outdoor,37,1070-13,false
Home & Outdoor,38,SM-9401,false
Home & Outdoor,39,1070-81,false
Home & Outdoor,40,1081-58,false
Home & Outdoor,41,SM-1582,false
Home & Outdoor,42,1081-11,false
Home & Outdoor,43,1033-93,false
Home & Outdoor,44,1070-15,false
Home & Outdoor,45,1080-06,false
Home & Outdoor,46,1081-08,false
Home & Outdoor,47,7950-57,false
Home & Outdoor,48,SM-7659,false
Home & Outdoor,49,SM-9403,false
Home & Outdoor,50,SM-3266,false
Home & Outdoor,51,1400-32,false
Home & Outdoor,52,SM-9737,false
Home & Outdoor,53,1080-34,false
Home & Outdoor,54,1080-04,false
Home & Outdoor,55,SM-1533,false
Home & Outdoor,56,1080-67,false
Home & Outdoor,57,1081-89,false
Home & Outdoor,58,SM-1502,false
Home & Outdoor,59,5050-03,true
Home & Outdoor,60,1081-51,false
Home & Outdoor,61,1080-03,false
Home & Outdoor,62,3002-35,false
Home & Outdoor,63,8052-84,false
Home & Outdoor,64,SM-7719,false
Home & Outdoor,65,1033-94,false
Home & Outdoor,66,1450-44,false
Home & Outdoor,67,SM-2396,false
Home & Outdoor,68,1081-72,false
Home & Outdoor,69,SM-7700,false
Home & Outdoor,70,1034-15,false
Home & Outdoor,71,1080-37,false
Home & Outdoor,72,1081-41,false
Home & Outdoor,73,1081-57,false
Home & Outdoor,74,3350-64,false
Home & Outdoor,75,1081-12,false
Home & Outdoor,76,SM-1609,false
Home & Outdoor,77,1095-03,false
Home & Outdoor,78,1431-05,false
Home & Outdoor,79,SM-8799,false
Home & Outdoor,80,1080-49,false
Home & Outdoor,81,1072-18,false
Home & Outdoor,82,1095-02,false
Home & Outdoor,83,SM-8712,false
Home & Outdoor,84,1082-02,false
Home & Outdoor,85,SM-1706,false
Home & Outdoor,86,1450-07,false
Home & Outdoor,87,SM-1709,false
Home & Outdoor,88,1431-62,false
Home & Outdoor,89,8052-87,false
Home & Outdoor,90,1033-72,false
Home & Outdoor,91,5050-04,true
Home & Outdoor,92,1400-10,false
Home & Outdoor,93,SM-7765,false
Home & Outdoor,94,1400-56,false
Home & Outdoor,95,1431-55,false
Home & Outdoor,96,SM-7705,false
Home & Outdoor,97,SM-7724,false
Home & Outdoor,98,1400-57,false
Home & Outdoor,99,8053-15,false
Home & Outdoor,100,1033-86,false
Home & Outdoor,101,SM-1703,false
Home & Outdoor,102,1080-72,false
Home & Outdoor,103,SM-9526,false
Home & Outdoor,104,1010-05,false
Home & Outdoor,105,1081-56,false
Home & Outdoor,106,1430-58,false
Home & Outdoor,107,1010-08,false
Home & Outdoor,108,1070-94,false
Home & Outdoor,109,1400-12,false
Home & Outdoor,110,1081-45,false
Home & Outdoor,111,1400-55,false
Home & Outdoor,112,1033-78,false
Home & Outdoor,113,8053-16,false
Home & Outdoor,114,1095-01,false
Home & Outdoor,115,SM-1610,false
Home & Outdoor,116,1081-78,false
Home & Outdoor,117,SM-7655,false
Home & Outdoor,118,8053-17,false
Home & Outdoor,119,1430-28,false
Home & Outdoor,120,1883-03,false
Home & Outdoor,121,SM-8713,false
Home & Outdoor,122,1095-04,false
Home & Outdoor,123,SM-7796,false
Home & Outdoor,124,1081-80,false
Home & Outdoor,125,SM-9350,false
Home & Outdoor,126,SM-9527,false
Home & Outdoor,127,1631-25,false
Home & Outdoor,128,SM-9846,false
Home & Outdoor,129,1081-54,false
Home & Outdoor,130,1033-85,false
Home & Outdoor,131,1031-56,false
Home & Outdoor,132,5050-02,true
Home & Outdoor,133,1081-06,false
Home & Outdoor,134,SM-7749,false
Apparel,1,TM18135,false
Apparel,2,TM12504,false
Apparel,3,TM19652,false
Apparel,4,TM99542,false
Apparel,5,TM18408,false
Apparel,6,TM19542,false
Apparel,7,TM96512,false
Apparel,8,TM99101,false
Apparel,9,TM96311,false
Apparel,10,TM16252,false
Apparel,11,TM98135,false
Apparel,12,TM18216,false
Apparel,13,TM16398,false
Apparel,14,TM16312,false
Apparel,15,TM16311,false
Apparel,16,TM98117,false
Apparel,17,TM17879,false
Apparel,18,TM18702,false
Apparel,19,TM16314,false
Apparel,20,TM17814,false
Apparel,21,TM18130,false
Apparel,22,TM18306,false
Apparel,23,TM19101,false
Apparel,24,TM99652,false
Apparel,25,TM98408,false
Apparel,26,TM18610,false
Apparel,27,TM98143,false
Apparel,28,TM18161,false
Apparel,29,TM97745,false
Apparel,30,TM92504,false
Apparel,31,TM18209,false
Apparel,32,TM97814,false
Apparel,33,TM98130,false
Apparel,34,TM16310,false
Apparel,35,TM18505,false
Apparel,36,TM17745,false
Apparel,37,TM92937,false
Apparel,38,TM96252,false
Apparel,39,TM12940,false
Apparel,40,TM18117,false
Apparel,41,TM98306,false
Apparel,42,TM12937,false
Apparel,43,TM16512,false
Apparel,44,TM96255,false
Apparel,45,TM92939,false
Apparel,46,TM92940,false
Apparel,47,TM16255,false
Apparel,48,TM96398,false
Apparel,49,TM96312,false
Apparel,50,TM98304,false
Apparel,51,TM19597,false
Apparel,52,TM18304,false
Apparel,53,TM12604,false
Apparel,54,TM17810,false
Apparel,55,TM96310,false
Apparel,56,TM18220,false
Apparel,57,TM12939,false
Apparel,58,TM97744,false
Apparel,59,TM92605,false
Apparel,60,TM16315,false
Apparel,61,TM97879,false
Apparel,62,TM12605,false
Apparel,63,TM12725,false
Apparel,64,TM98610,false
Apparel,65,TM99597,false
Apparel,66,TM98220,false
Apparel,67,TM17744,false
Apparel,68,TM98161,false
Apparel,69,TM96627,false
Apparel,70,TM92604,false
Apparel,71,TM98702,false
Apparel,72,TM16309,false
Apparel,73,TM97810,false
Apparel,74,TM98209,false
Apparel,75,TM98154,false
Apparel,76,TM19307,false
Apparel,77,TM96309,false
Apparel,78,TM98505,false
Apparel,79,TM16627,false
Apparel,80,TM18154,false
Apparel,81,TM18143,false
Apparel,82,TM92608,false
Apparel,83,TM92725,false
Apparel,84,TM99307,false
Apparel,85,TM18611,false
Apparel,86,TM96315,false
Apparel,87,TM98311,false
Apparel,88,TM98162,false
Apparel,89,TM96314,false
Apparel,90,TM98611,false
Apparel,91,TM19547,false
Apparel,92,TM97873,false
Apparel,93,TM16209,false
Apparel,94,TM99547,false
Apparel,95,TM99898,false
Apparel,96,TM96209,false
Apparel,97,TM19898,false
Apparel,98,TM12726,false
Apparel,99,TM99534,false
Apparel,100,TM98139,false
Apparel,101,TM18215,false
Apparel,102,TM92726,false
Apparel,103,TM18162,false
Apparel,104,TM18138,false
Apparel,105,TM98138,false
Apparel,106,TM12608,false
Apparel,107,TM99598,false
Apparel,108,TM19598,false
Apparel,109,TM17873,false
Apparel,110,TM19534,false
Apparel,111,TM19548,false
Apparel,112,TM18311,false
Apparel,113,TM98215,false
Apparel,114,TM99548,false
Apparel,115,TM18139,false
Technology,1,8053-07,false
Technology,2,7141-11,false
Technology,3,7120-15,false
Technology,4,7198-26,false
Technology,5,7198-63,false
Technology,6,5077-01,false
Technology,7,7195-50,false
Technology,8,8053-08,false
Technology,9,SM-2800,false
Technology,10,7121-71,false
Technology,11,7197-65,false
Technology,12,SM-2572,false
Technology,13,SM-3923,false
Technology,14,SM-3310,false
Technology,15,7121-40,false
Technology,16,7141-27,false
Technology,17,SM-2575,false
Technology,18,SM-3714,false
Technology,19,7197-25,false
Technology,20,SM-3727,false
Technology,21,SM-2927,false
Technology,22,7198-44,false
Technology,23,7196-10,false
Technology,24,7197-67,false
Technology,25,7196-13,false
Technology,26,7199-32,false
Technology,27,7194-07,false
Technology,28,7197-53,false
Technology,29,SM-3763,false
Technology,30,8053-09,false
Technology,31,7195-05,false
Technology,32,7198-68,false
Technology,33,7141-18,false
Technology,34,7141-83,false
Technology,35,SM-2826,false
Technology,36,SM-3909,false
Technology,37,7143-32,false
Technology,38,7121-43,false
Technology,39,7142-50,false
Technology,40,7121-46,false
Technology,41,7124-01,false
Technology,42,7120-68,false
Technology,43,7196-21,false
Technology,44,7197-64,false
Technology,45,7124-05,false
Technology,46,7197-01,false
Technology,47,7142-09,false
Technology,48,7197-40,false
Technology,49,7197-13,false
Technology,50,7143-17,false
Technology,51,7197-63,false
Technology,52,7124-12,false
Technology,53,7197-17,false
Technology,54,7196-06,false
Technology,55,1071-27,false
Technology,56,0044-08,false
Technology,57,7195-01,false
Technology,58,7143-37,false
Technology,59,7143-14,false
Technology,60,7143-41,false
Technology,61,7143-06,false
Technology,62,7124-11,false
Technology,63,SM-2824,false
Technology,64,SM-3810,false
Technology,65,7124-15,false
Technology,66,7143-08,false
Technology,67,7121-73,false
Technology,68,7196-25,false
Technology,69,7143-31,false
Technology,70,7197-05,false
Technology,71,7197-47,false
Technology,72,7196-22,false
Technology,73,7121-72,false
Technology,74,7142-53,false
Technology,75,7198-18,false
Technology,76,7197-52,false
Technology,77,SM-2818,false
Technology,78,SM-2936,false
Technology,79,7141-68,false
Technology,80,7121-18,false
Technology,81,7124-14,false
Memory,1,1690-49,false
Memory,2,1690-48,false
Memory,3,1690-53,false
